方形椅,圓形椅,品名,平台,材質,尺寸(寬×深×高cm),椅背高度(cm),椅背體積(cm),椅墊面積(cm),椅墊厚度(cm),椅腳高度(cm),椅腳體積(cm),重量(kg),商品連結,chair_id,無椅背,異常椅背,大椅腳體積,大椅墊
0,0,Brently Solid Wood Upholstered Side Chair Dining Chair,Wayfair,橡膠木,50.8×58.42×104.14,47.0,1706.0,3555.0,5.0,53.3,4491.0,19.05,https://www.wayfair.com/furniture/pdp/wade-logan-brently-solid-wood-upholstered-side-chair-dining-chair-w006903626.html?piid=1949574941,414,0,0,0,0
1,0,Donald 17'' H Upholstered Side Chair,Wayfair,橡膠木,50.8×63.5×93.98,52.8,4500.0,3729.0,52.8,51.6,5062.0,19.96,https://www.wayfair.com/furniture/pdp/red-barrel-studio-donald-dining-chair-stms1603.html,415,0,1,1,0
0,0,Bobbi Upholstered Dining Arm Chair,Wayfair,橡木,59.0×63.5×92.71,45.0,4500.0,1232.0,2.0,54.0,5062.0,5.9,https://www.wayfair.com/furniture/pdp/joss-main-bobbi-upholstered-dining-arm-chair-kkah1318.html?piid=89471347,416,0,1,1,0
1,0,Soliel Solid Weave Wood Dining Chair,Wayfair,橡木,62.23×53.98×67.95,22.9,3003.0,3482.0,2.5,48.3,6004.0,9.78,https://www.wayfair.com/furniture/pdp/everly-quinn-soliel-solid-weave-wood-dining-chair-w110769067.html?piid=2024526143,417,0,0,0,0
0,0,Fortville 17.13'' H Solid Wood Side Chair,Wayfair,橡膠木,48.26×59.69×82.55,31.2,4500.0,3614.0,2.54,48.3,5062.0,6.3,https://www.wayfair.com/furniture/pdp/three-posts-fortville-solid-wood-ladder-back-side-chair-w002283653.html?piid=43201191,418,0,1,1,0
1,0,Drumawillin Side Chair,Wayfair,松木,43.81×54.61×100.66,75.9,4500.0,2581.0,4.7,48.3,5642.0,14.51,https://www.wayfair.com/furniture/pdp/corrigan-studio-drumawillin-side-chair-w002256377.html?piid=1357773190%2C1357773192,419,0,1,0,0
1,0,Dalpat Velvet Iron Arm Chair,Wayfair,橡木,59.0×63.5×92.71,45.0,4500.0,3650.0,21.25,54.0,3240.0,11.79,https://www.wayfair.com/furniture/pdp/ivy-bronx-dalpat-velvet-iron-arm-chair-w100008317.html?piid=1472971637,420,0,1,0,0
1,0,Parsons Upholstered Dining Chair Solid Wood Side Chair,Wayfair,橡木,55.12×61.98×103.12,54.1,4500.0,2581.0,10.19,51.1,5062.0,9.48,https://www.wayfair.com/furniture/pdp/lark-manor-parsons-upholstered-dining-chair-solid-wood-side-chair-w113301322.html?piid=1942706865&auctionId=096d6d5b-207a-4cc7-bf9b-ca6a9a69d4f2&adTypeId=1,421,0,1,1,0
1,0,"Upholstered Solid Wood Dining Chair With Hollow Back, Farmhouse Side Chair For Kitchen/Dining Room",Wayfair,橡膠木,52.07×58.93×82.04,33.0,4500.0,3556.0,4.826,49.0,5062.0,17.24,https://www.wayfair.com/furniture/pdp/george-oliver-upholstered-solid-wood-dining-chair-with-hollow-back-farmhouse-side-chair-for-kitchendining-room-w113242990.html?piid=1055179830&auctionId=096d6d5b-207a-4cc7-bf9b-ca6a9a69d4f2&adTypeId=1,422,0,1,0,0
1,0,Upholstered Solid Wood Fabric Dining Chair,Wayfair,橡膠木,50.8×43.18×92.2,48.3,4500.0,1047.0,43.18,43.2,5062.0,4.65,https://www.wayfair.com/furniture/pdp/corrigan-studio-upholstered-solid-wood-fabric-dining-chair-w111861997.html?piid=4463204&auctionId=096d6d5b-207a-4cc7-bf9b-ca6a9a69d4f2&adTypeId=1,423,0,1,1,0
1,0,Bilon Solid Back Parsons Chair,Wayfair,橡木,61.98×69.85×91.95,40.9,4500.0,2611.0,21.7,55.1,5062.0,16.78,https://www.wayfair.com/furniture/pdp/wade-logan-bilon-solid-back-parsons-chair-w100698980.html?piid=1223503177,424,0,1,1,0
1,0,Linda 18'' H Stacking Side Chair,Wayfair,橡膠木,55.88×50.8×76.2,33.8,4500.0,2759.0,2.54,45.0,5062.0,9.98,https://www.wayfair.com/furniture/pdp/kelly-clarkson-home-linda-slat-back-stacking-side-chair-w004045772.html?piid=1225194547,425,0,1,1,0
1,0,Hutto 18.8'' H Pine Side Chair,Wayfair,橡膠木,51.44×52.07×75.56,45.0,4500.0,3399.0,4.5,45.1,5545.0,6.0,https://www.wayfair.com/furniture/pdp/dovecove-hutto-side-chair-w003938195.html?piid=2103753816,426,0,1,0,0
1,0,Set Of 2 Solid Real Wood PU Leather Cushion Seat Dining Chair,Wayfair,橡木,60.33×53.98×73.66,26.7,4500.0,2592.0,5.08,47.0,5062.0,5.58,https://www.wayfair.com/furniture/pdp/corrigan-studio-set-of-2-solid-real-wood-pu-leather-cushion-seat-dining-chair-w008945969.html?piid=1860420206,427,0,1,1,0
1,0,Modern Upholstered Faux Leather Dining Chairs,Wayfair,橡木,47.5×59.0×86.36,36.5,4500.0,2581.0,2.54,50.6,4584.0,13.61,https://www.wayfair.com/furniture/pdp/corrigan-studio-modern-upholstered-faux-leather-dining-chairs-w010582975.html?piid=458129794,428,0,1,0,0
1,0,"Vintage Style Upholstered Wrapped Legs Velvet Dining Chair With Backrest And Armrest, With Solid Wood Frame, For Dining Room/Living Room",Wayfair,橡木,50.16×52.7×84.96,34.9,3734.0,3652.0,46.99,66.0,9928.0,7.38,https://www.wayfair.com/furniture/pdp/rosdorf-park-vintage-style-upholstered-wrapped-legs-velvet-dining-chair-with-backrest-and-armrest-with-solid-wood-frame-for-dining-roomliving-room-w112827249.html?piid=844447209%2C844447210&auctionId=096d6d5b-207a-4cc7-bf9b-ca6a9a69d4f2&adTypeId=1,429,0,0,0,0
1,0,"Rattan Back Upholstered Seat Dining Chair, King Louis Back Side Chair, Mid Century Solid Wood Dining Chair For Dining Room/Kitchen",Wayfair,橡膠木,46.99×53.34×86.36,43.2,4500.0,3572.0,3.175,50.0,5365.0,15.97,https://www.wayfair.com/furniture/pdp/one-allium-way-rattan-back-upholstered-seat-dining-chair-king-louis-back-side-chair-mid-century-solid-wood-dining-chair-for-dining-roomkitchen-w112661675.html?auctionId=096d6d5b-207a-4cc7-bf9b-ca6a9a69d4f2&adTypeId=1,430,0,1,0,0
1,0,未知產品,Wayfair,胡桃木,54.1×44.96×83.82,38.1,4500.0,2027.0,5.74,45.7,5062.0,19.8,https://www.wayfair.com/bed-bath/pdp/home-14-medium-gel-memory-foam-mattress-hmek2674.html?piid=100754609,431,0,1,1,0
0,0,未知產品,Wayfair,橡膠木,57.0×64.01×99.49,48.0,4500.0,2553.0,4.445,50.8,5062.0,19.05,https://www.wayfair.com/outdoor/pdp/sol-72-outdoor-keyla-windmill-w000064099.html?piid=115750837,432,0,1,1,0
1,0,未知產品,Wayfair,松木,45.72×55.88×99.06,50.0,4500.0,2883.0,2.5,47.8,5062.0,8.3,https://www.wayfair.com/storage-organization/pdp/red-barrel-studio-farmhouse-corner-cabinet-for-living-room-kitchen-laundry-room-w006665920.html?piid=785868959,433,0,1,1,0
1,0,未知產品,Wayfair,橡膠木,55.88×48.26×76.2,38.1,4500.0,2572.0,2.54,45.7,3310.0,6.35,https://www.wayfair.com/furniture/pdp/red-barrel-studio-desarie-58-media-console-for-tvs-up-to-65-with-electric-fireplace-adjustable-shelves-and-glass-doors-w100574068.html?piid=2027364521,434,0,1,0,0
1,0,未知產品,Wayfair,橡木,51.99×57.0×81.99,41.0,4500.0,2936.0,5.0,47.0,5062.0,14.0,https://www.wayfair.com/furniture/pdp/winston-porter-2-piece-upholstered-sofa-with-charging-station-living-room-set-w112469354.html,435,0,1,1,0
0,0,未知產品,Wayfair,橡膠木,54.61×63.5×88.9,43.2,4500.0,3952.0,2.5,48.3,5062.0,17.96,https://www.wayfair.com/storage-organization/pdp/ebern-designs-fabric-storage-bin-set-w009866397.html?piid=1778389486%2C1796611417,436,0,1,1,0
0,0,未知產品,Wayfair,松木,45.47×57.91×88.9,45.7,4500.0,3077.0,3.0,48.3,5062.0,12.16,https://www.wayfair.com/lighting/pdp/willa-arlo-interiors-palen-6225h-arched-floor-lamp-with-mixed-material-shade-w010969017.html,437,0,1,1,0
1,0,未知產品,Wayfair,橡木,49.53×55.88×96.52,48.3,4500.0,3754.0,5.08,49.5,5062.0,10.88,https://www.wayfair.com/furniture/pdp/joss-main-montclair-dining-chair-w003190781.html?piid=1554562122,438,0,1,1,0
0,0,未知產品,Wayfair,橡木,2.54×2.54×2.54,45.0,4500.0,2581.0,0.5,1.0,5062.0,0.1,https://www.wayfair.com/furniture/pdp/gracie-oaks-upholstered-wooden-dining-chairs-w112147580.html?piid=1756808240,439,0,0,0,0
0,0,未知產品,Wayfair,橡木,79.5×66.04×243.84,45.0,4500.0,5247.0,5.0,73.0,4736.0,9.3,https://www.wayfair.com/furniture/pdp/gracie-oaks-clova-fabric-upholstered-side-chair-wood-leg-dining-chair-w110869860.html?piid=1570448579,440,0,1,0,0
1,0,未知產品,Wayfair,橡木,55.88×39.62×164.59,164.6,4500.0,2215.0,5.0,100.0,5062.0,15.0,https://www.wayfair.com/furniture/pdp/lark-manor-parsons-upholstered-dining-chair-solid-wood-side-chair-w113301322.html?piid=1942706865,441,0,1,1,0
1,0,未知產品,Wayfair,實木,34.8×79.76×149.86,79.8,4500.0,5208.0,34.8,79.8,5062.0,63.87,https://www.wayfair.com/furniture/pdp/winston-porter-parsons-upholstered-dining-chair-solid-wood-side-chair-w113301324.html?piid=2025372345,442,0,1,1,0
1,0,Botello 17'' H Teak Side Chair,Wayfair,橡木,215.9×58.42×2.54,45.0,4500.0,2581.0,0.65,43.2,4755.0,18.0,https://www.wayfair.com/furniture/pdp/beachcrest-home-botello-teak-outdoor-dining-side-chair-w100279791.html?auctionId=3ed7645a-cb98-4f8d-b715-986efadb3f7b&adTypeId=1,443,0,0,0,1
0,0,Solid Wood Upholstered Side Chair Dining Chair,Wayfair,實木,2.54×2.54×2.54,45.0,4500.0,2581.0,1.0,2.5,5062.0,2.72,https://www.wayfair.com/furniture/pdp/corrigan-studio-solid-wood-upholstered-side-chair-dining-chair-w111412080.html?piid=71942089&auctionId=3ed7645a-cb98-4f8d-b715-986efadb3f7b&adTypeId=1,444,0,0,0,0
1,0,Tufted Modern Velvet Kitchen Upholstered Dining Chair Side Chair,Wayfair,橡木,41.91×29.84×158.12,158.1,4500.0,1249.0,2.54,40.0,5062.0,4.75,https://www.wayfair.com/furniture/pdp/winston-porter-tufted-modern-velvet-kitchen-upholstered-dining-chair-side-chair-w009391753.html?piid=964127870%2C964127869,445,0,1,1,0
1,0,Brittnie 18'' H Upholstered Parsons Chair,Wayfair,橡膠木,48.01×56.64×86.11,38.9,4500.0,3468.0,3.07,47.0,4088.0,10.89,https://www.wayfair.com/furniture/pdp/mercury-row-brittnie-mid-century-modern-dining-chair-w011197832.html?piid=1420975201,446,0,1,0,0
1,0,"Solid Wood Dining Chair, Mid-Century Chair",Wayfair,橡膠木,44.45×58.42×91.44,41.9,4500.0,2581.0,2.54,50.8,5062.0,5.9,https://www.wayfair.com/furniture/pdp/corrigan-studio-solid-wood-dining-chair-mid-century-chair-w003522889.html?piid=1899324621&auctionId=3ed7645a-cb98-4f8d-b715-986efadb3f7b&adTypeId=1,447,0,1,1,0
1,0,Parsons Upholstered Dining Chair Solid Wood Side Chair,Wayfair,橡膠木,46.99×55.5×96.49,51.6,4500.0,3505.0,3.81,49.5,5062.0,13.64,https://www.wayfair.com/furniture/pdp/lark-manor-parsons-upholstered-dining-chair-solid-wood-side-chair-w113301322.html?piid=1942706865&auctionId=3ed7645a-cb98-4f8d-b715-986efadb3f7b&adTypeId=1,448,0,1,1,0
0,0,"Mid-Century Modern Wood Dining Chairs Set of 2,White & Walnut Side Chairs, Fully Assembled",Wayfair,橡木,47.5×59.0×86.36,37.9,4500.0,2581.0,2.54,50.6,5062.0,13.61,https://www.wayfair.com/furniture/pdp/brayden-studio-mid-century-modern-wood-dining-chairs-set-of-2white-walnut-side-chairs-fully-assembled-w113506478.html?auctionId=e051a219-8e22-41a4-9eee-54b056c1cfa2&adTypeId=1,449,0,1,1,0
0,0,Arbelia 19.25'' H Upholstered Parsons Chair,Wayfair,橡木,47.5×59.0×86.36,36.1,4500.0,3290.0,5.0,50.6,5062.0,13.61,https://www.wayfair.com/furniture/pdp/lark-manor-arbelia-upholstered-back-parsons-chair-dining-chair-w110103050.html?piid=1602424521&auctionId=e051a219-8e22-41a4-9eee-54b056c1cfa2&adTypeId=1,450,0,1,1,0
0,0,Upholstered Solid Wood Fabric Dining Chair,Wayfair,橡膠木,50.16×56.52×90.81,45.7,4500.0,2581.0,5.0,43.2,5062.0,14.06,https://www.wayfair.com/furniture/pdp/corrigan-studio-upholstered-solid-wood-fabric-dining-chair-w111861997.html?piid=4463204&auctionId=e051a219-8e22-41a4-9eee-54b056c1cfa2&adTypeId=1,451,0,1,1,0
0,0,Upholstered Solid Wood Fabric Parsons Dining Chair Side Chair,Wayfair,橡木,55.88×52.07×81.28,32.0,4500.0,3345.0,5.0,52.0,5062.0,6.58,https://www.wayfair.com/furniture/pdp/ebern-designs-upholstered-solid-wood-fabric-parsons-dining-chair-side-chair-w113279066.html?piid=1470159786&auctionId=e051a219-8e22-41a4-9eee-54b056c1cfa2&adTypeId=1,452,0,1,1,0
1,0,Amasya Ladder Back Side Chair,Wayfair,松木,50.04×50.04×93.98,52.1,4500.0,3506.0,47.97,48.0,9605.0,7.48,https://www.wayfair.com/furniture/pdp/lark-manor-amasya-ladder-back-side-chair-w007993370.html?piid=1266702621,453,0,1,0,0
1,0,Galligan 18.5'' H Faux Leather Upholstered Side Chair,Wayfair,橡膠木,46.99×53.34×86.36,43.2,4500.0,1428.0,5.0,45.7,5062.0,15.97,https://www.wayfair.com/furniture/pdp/mercury-row-galligan-upholstered-side-chair-w010055539.html?piid=258895640,454,0,1,1,0
1,0,"Kretzmer 21.2"" W Bamboo Swivel Modern Dining Chair",Wayfair,橡膠木,50.8×45.47×74.93,33.8,4500.0,2581.0,1.0,40.6,5062.0,11.02,https://www.wayfair.com/furniture/pdp/george-oliver-kretzmer-212-w-bamboo-swivel-modern-dining-chair-agak1067.html?piid=96262354,455,0,1,1,0
0,0,Crumley Upholstered Side Chair with Cane Rattan Back,Wayfair,橡木,47.5×59.0×86.36,34.0,4500.0,3342.0,2.0,50.6,3729.0,13.61,https://www.wayfair.com/furniture/pdp/bayou-breeze-crumley-upholstered-side-chair-with-cane-rattan-back-w003266193.html?piid=1459790173%2C1459790172,456,0,1,0,0
1,0,Montclair 18.46'' H Side Chair,Wayfair,橡木,50.01×43.99×80.01,80.0,4500.0,2581.0,1.4,44.7,4210.0,8.0,https://www.wayfair.com/furniture/pdp/joss-main-montclair-dining-chair-w003190781.html?piid=1551422194,457,0,1,0,0
0,0,Clement 17.5'' H Faux Leather Upholstered Side Chair,Wayfair,橡膠木,48.26×64.14×96.52,48.3,4500.0,2581.0,2.5,48.9,5062.0,5.75,https://www.wayfair.com/furniture/pdp/joss-main-clement-upholstered-side-chair-w002960243.html?piid=463228386%2C463228385,458,0,1,1,0
1,0,Araud Upholstered Parsons Dining Chair,Wayfair,橡膠木,48.26×50.55×76.96,33.0,4500.0,2946.0,5.0,12.7,5062.0,12.7,https://www.wayfair.com/furniture/pdp/lark-manor-araud-upholstered-parsons-dining-chair-w004780181.html?piid=798235190,459,0,1,1,0
1,0,Dayshanay Faux Leather Upholstered Dining Chair,Wayfair,松木,45.47×57.91×88.9,40.6,4500.0,3008.0,5.0,48.3,5062.0,12.16,https://www.wayfair.com/furniture/pdp/red-barrel-studio-dayshanay-faux-leather-upholstered-dining-chair-w100658199.html?piid=1235407731,460,0,1,1,0
1,0,Alandria 18'' H Upholstered Side Chair,Wayfair,橡膠木,41.27×43.18×97.79,49.5,4500.0,2581.0,3.0,45.7,3705.0,6.35,https://www.wayfair.com/furniture/pdp/lark-manor-alandria-solid-wood-arm-chair-w005405059.html?piid=1747613040,461,0,1,0,0
0,0,Mahkar 19'' H Upholstered Side Chair,Wayfair,橡膠木,50.55×44.5×74.5,30.8,4500.0,2581.0,3.0,47.0,5062.0,11.57,https://www.wayfair.com/furniture/pdp/latitude-run-mahkar-side-chair-dining-chair-w111107747.html?piid=1834540308%2C1834986368,462,0,1,1,0
1,0,Crumley Fabric Upholstered Side Chair with Cane Rattan Back,Wayfair,橡木,57.91×57.91×82.8,40.9,4500.0,2853.0,3.0,49.0,5062.0,14.97,https://www.wayfair.com/furniture/pdp/bayou-breeze-crumley-fabric-upholstered-side-chair-with-cane-rattan-back-w009310652.html?piid=1166472727%2C1161683604,463,0,1,1,0
0,0,Shenna Dining Chair,Wayfair,橡木,48.26×48.26×83.57,35.8,7873.0,2581.0,2.5,47.8,9885.0,6.75,https://www.wayfair.com/furniture/pdp/allmodern-shenna-dining-chair-w100036669.html,464,0,0,0,1
0,0,Lineville Solid Wood Cross X Back Farmhouse Dining Side Chair,Wayfair,橡膠木,48.01×56.64×86.11,43.4,4500.0,3495.0,1.27,47.0,5062.0,10.89,https://www.wayfair.com/furniture/pdp/august-grove-lineville-solid-wood-cross-x-back-farmhouse-dining-side-chair-w004901617.html?piid=585624591,465,0,1,1,0
0,0,Madelynn 19.69'' H Upholstered Side Chair,Wayfair,橡膠木,46.99×52.07×78.11,30.8,4500.0,2581.0,5.0,44.4,5062.0,4.76,https://www.wayfair.com/furniture/pdp/kelly-clarkson-home-madelynn-king-louis-back-side-chair-in-beigeoak-w004556567.html,466,0,1,1,0
0,0,"Melvita Side Chair, Set Of Two",Wayfair,橡膠木,48.26×59.69×96.52,49.0,4500.0,2581.0,10.0,48.3,5062.0,10.3,https://www.wayfair.com/furniture/pdp/red-barrel-studio-melvita-side-chair-set-of-two-w111079085.html?auctionId=e051a219-8e22-41a4-9eee-54b056c1cfa2&adTypeId=1,467,0,1,1,1
1,0,Sachelle Solid wood and upholstered white Side Chair Dining Chair,Wayfair,橡膠木,40.01×53.85×92.71,46.4,7513.0,1960.0,2.5,48.9,5062.0,8.5,https://www.wayfair.com/furniture/pdp/corrigan-studio-sachelle-solid-wood-and-upholstered-white-side-chair-dining-chair-w112995688.html?auctionId=e051a219-8e22-41a4-9eee-54b056c1cfa2&adTypeId=1,468,0,0,1,0
0,0,Upholstered Solid Wood Side Chair Dining Chair,Wayfair,橡膠木,63.5×63.5×78.74,31.0,4500.0,3728.0,11.59,12.7,5062.0,10.48,https://www.wayfair.com/furniture/pdp/latitude-run-upholstered-solid-wood-side-chair-dining-chair-w111412081.html?piid=1281194821,469,0,1,1,0
1,0,Karlie 18.9'' H Side Chair,Wayfair,橡木,46.99×50.8×76.84,31.8,4500.0,2581.0,2.54,48.3,5062.0,15.57,https://www.wayfair.com/furniture/pdp/birch-lane-karlie-side-chair-w009912344.html?piid=1192585475,470,0,1,1,0
1,0,"21.7"" Contemporary Black Windsor Style Spindle Back Dining Chair",Wayfair,橡木,48.26×48.26×83.57,35.8,4500.0,2434.0,1.27,47.8,5062.0,6.75,https://www.wayfair.com/furniture/pdp/gracie-oaks-217-contemporary-black-windsor-style-spindle-back-dining-chair-duhm4076.html,471,0,1,1,0
0,0,Anirvin Faux Leather Waterproof Upholstered Dining Chair,Wayfair,橡膠木,57.15×50.8×73.66,29.0,4500.0,2314.0,1.27,45.7,5062.0,5.9,https://www.wayfair.com/furniture/pdp/lark-manor-anirvin-faux-leather-waterproof-upholstered-dining-chair-w001468665.html?piid=1483351360,472,0,1,1,0
1,0,Geelt Upholstered Dining Chairs with Casters,Wayfair,橡木,50.8×55.88×88.9,38.1,4500.0,2510.0,4.5,48.2,5062.0,6.8,https://www.wayfair.com/furniture/pdp/everly-quinn-geelt-upholstered-dining-chairs-with-casters-w111239925.html?piid=974476005,473,0,1,1,0
1,0,Upholstered Dining Chair Solid Wood Side Chair,Wayfair,橡膠木,49.0×55.88×96.01,40.0,4500.0,3071.0,41.0,50.1,5062.0,12.97,https://www.wayfair.com/furniture/pdp/wildon-home-upholstered-dining-chair-solid-wood-side-chair-w111200246.html?piid=210321527,474,0,1,1,0
1,0,Arcolia 18.5'' H Fabric Upholstered Side Chair,Wayfair,橡木,45.09×57.15×93.98,48.3,4500.0,2888.0,4.775,48.3,5062.0,14.97,https://www.wayfair.com/furniture/pdp/wade-logan-arcolia-dining-chair-set-of-6-w009441758.html?piid=1835341127,475,0,1,1,0
1,0,"Alvie 17"" Wide Modern Farmhouse Windsor Back Solid Wood Dining Chairs",Wayfair,橡膠木,55.88×51.05×78.74,25.4,4500.0,3257.0,5.08,53.3,5062.0,9.5,https://www.wayfair.com/furniture/pdp/alvie-17-wide-modern-farmhouse-windsor-back-solid-wood-dining-chairs-duhm3844.html?piid=99057976,476,0,1,1,0
1,0,Parkerson 17.7'' H Upholstered Side Chair,Wayfair,橡膠木,50.04×58.42×92.96,47.7,4500.0,3308.0,48.26,47.7,5062.0,7.98,https://www.wayfair.com/furniture/pdp/mercury-row-parkerson-side-chair-w003089596.html?piid=90091401,477,0,1,1,0
1,0,Chenille Upholstered Dining Chair With Casters,Wayfair,橡膠木,55.12×24.89×73.91,29.1,4500.0,1269.0,24.89,45.0,6523.0,42.01,https://www.wayfair.com/furniture/pdp/latitude-run-chenille-upholstered-dining-chair-with-casters-w112802788.html?piid=1618932512&auctionId=e051a219-8e22-41a4-9eee-54b056c1cfa2&adTypeId=1,478,0,1,0,0
1,0,Savannah - Mid-century Modern Grey Fabric + Walnut Dining Chair,Wayfair,橡木,44.45×50.8×92.71,47.0,4500.0,2581.0,5.0,50.8,5062.0,15.0,https://www.wayfair.com/furniture/pdp/corrigan-studio-savannah-mid-century-modern-grey-fabric-walnut-dining-chair-w112913787.html?auctionId=e051a219-8e22-41a4-9eee-54b056c1cfa2&adTypeId=1,479,0,1,1,0
0,0,Ottomanson Set of 2 Dining Chairs with Elegant Gold Legs for Stylish Seating,Wayfair,橡木,55.12×59.94×85.09,38.1,4500.0,3922.0,0.5,49.0,5062.0,12.97,https://www.wayfair.com/furniture/pdp/everly-quinn-ottomanson-set-of-2-dining-chairs-with-elegant-gold-legs-for-stylish-seating-w112921067.html?piid=1499839828%2C1499839829&auctionId=e051a219-8e22-41a4-9eee-54b056c1cfa2&adTypeId=1,480,0,1,1,0
0,0,Slatted Back Dining Chair Solid Wood Side Chair,Wayfair,橡膠木,45.01×57.51×101.6,82.2,4500.0,2869.0,5.0,48.5,5062.0,12.36,https://www.wayfair.com/furniture/pdp/lark-manor-slatted-back-dining-chair-solid-wood-side-chair-w111224177.html?piid=2056205941,481,0,1,1,0
1,0,Kyo Upholstered Barrel Chair,Wayfair,橡膠木,44.96×52.58×77.98,30.2,4500.0,2789.0,4.0,47.0,6300.0,5.13,https://www.wayfair.com/furniture/pdp/allmodern-kyo-upholstered-barrel-chair-kkah1362.html?piid=90695418,482,0,1,0,0
0,0,Alvie Solid Wood Cross Back Side Chair,Wayfair,橡膠木,43.69×50.04×90.68,45.9,3789.0,2902.0,3.0,45.0,6222.0,11.97,https://www.wayfair.com/furniture/pdp/alvie-solid-wood-cross-back-side-chair-duhm3869.html?piid=99057958,483,0,0,0,0
0,0,Allena Tufted Velvet/Linen Wing Back Parsons Chair,Wayfair,實木,59.0×66.04×83.82,33.0,4500.0,2581.0,10.0,50.8,5062.0,25.85,https://www.wayfair.com/furniture/pdp/rosdorf-park-allena-tufted-velvetlinen-wing-back-parsons-chair-w001171761.html?piid=98945122%2C73660452,484,0,1,1,1
1,0,Mid Back Corduroy Upholstered Solid Wood Dining Side Chairs,Wayfair,橡膠木,46.48×53.09×77.98,78.2,4500.0,4955.0,10.16,43.8,5062.0,4.26,https://www.wayfair.com/furniture/pdp/inbox-zero-mid-back-corduroy-upholstered-solid-wood-dining-side-chairs-w111075403.html?piid=834136232,485,0,1,1,0
1,0,Lio 18'' H Faux Leather Upholstered Side Chair,Wayfair,橡木,51.05×59.94×85.09,45.7,4500.0,3610.0,6.25,53.3,5062.0,17.69,https://www.wayfair.com/furniture/pdp/allmodern-lio-side-chair-w004899491.html?piid=1444747735,486,0,1,1,0
0,0,Arondell Solid Wood Cane Side Chair,Wayfair,橡木,49.02×57.91×77.98,34.0,4500.0,3278.0,4.3,43.9,5062.0,8.62,https://www.wayfair.com/furniture/pdp/bayou-breeze-arondell-solid-wood-cane-side-chair-w110188392.html?piid=1040276121&auctionId=e051a219-8e22-41a4-9eee-54b056c1cfa2&adTypeId=1,487,0,1,1,0
0,0,Arka 19'' H Solid Wood Side Chair,Wayfair,橡膠木,43.48×52.3×90.17,71.7,4500.0,2672.0,3.0,44.0,5062.0,12.6,https://www.wayfair.com/furniture/pdp/allmodern-arka-side-chair-set-of-2-w111613902.html?piid=1844138241&auctionId=e051a219-8e22-41a4-9eee-54b056c1cfa2&adTypeId=1,488,0,1,0,0
0,0,未知產品,Wayfair,橡木,59.0×60.96×82.3,32.0,4500.0,2787.0,18.75,45.7,3576.0,12.02,https://www.wayfair.com/furniture/pdp/gracie-oaks-upholstered-wooden-dining-chairs-w112147580.html?piid=1756808240,489,0,1,0,0
0,0,未知產品,Wayfair,橡膠木,43.69×50.04×90.68,45.5,4500.0,2581.0,5.0,45.0,5062.0,11.97,https://www.wayfair.com/furniture/pdp/joss-main-montclair-dining-chair-w003190781.html?piid=1554562122,490,0,1,1,0
1,0,未知產品,Wayfair,胡桃木,50.04×64.77×95.0,50.8,4500.0,3399.0,2.54,50.8,5062.0,7.71,https://www.wayfair.com/lighting/pdp/willa-arlo-interiors-palen-6225h-arched-floor-lamp-with-mixed-material-shade-w010969017.html,491,0,1,1,0
0,0,未知產品,Wayfair,橡膠木,59.51×61.01×85.5,33.0,4500.0,3474.0,5.0,51.5,5062.0,14.67,https://www.wayfair.com/storage-organization/pdp/ebern-designs-fabric-storage-bin-set-w009866397.html?piid=1778389486%2C1796611417,492,0,1,1,0
0,0,未知產品,Wayfair,橡膠木,45.09×55.24×79.38,36.8,7884.0,5267.0,78.34,45.7,5062.0,4.25,https://www.wayfair.com/furniture/pdp/winston-porter-2-piece-upholstered-sofa-with-charging-station-living-room-set-w112469354.html,493,0,0,1,0
1,0,未知產品,Wayfair,橡膠木,59.05×50.16×83.49,36.2,4500.0,3822.0,5.08,48.3,5062.0,7.71,https://www.wayfair.com/bed-bath/pdp/home-14-medium-gel-memory-foam-mattress-hmek2674.html?piid=100754609,494,0,1,1,0
1,0,未知產品,Wayfair,橡膠木,44.5×58.4×95.89,41.9,4500.0,2581.0,5.0,51.0,7020.0,5.9,https://www.wayfair.com/furniture/pdp/one-allium-way-rattan-back-upholstered-seat-dining-chair-king-louis-back-side-chair-mid-century-solid-wood-dining-chair-for-dining-roomkitchen-w112661675.html,495,0,1,0,0
1,0,未知產品,Wayfair,橡木,41.91×29.84×158.12,158.1,4500.0,1247.0,2.54,50.0,5062.0,4.75,https://www.wayfair.com/furniture/pdp/lark-manor-parsons-upholstered-dining-chair-solid-wood-side-chair-w113301322.html?piid=1942706865,496,0,1,1,0
1,0,Tehlani 18'' H Solid Wood Side Chair,Wayfair,橡木,2.54×0.0066×2.54,45.0,4500.0,2581.0,2.54,45.7,5062.0,5.0,https://www.wayfair.com/furniture/pdp/gracie-oaks-tehlani-solid-wood-slat-back-side-chair-in-black-w110633862.html,497,0,0,0,1
1,0,Gordes 17.5'' H Upholstered Side Chair,Wayfair,胡桃木,34.8×79.76×149.86,80.0,4500.0,4000.0,10.0,17.5,5000.0,63.87,https://www.wayfair.com/furniture/pdp/bay-isle-home-gordes-side-chair-w009912380.html?piid=899404718,498,0,1,0,0
